name,symbol,sector,exchange,country
IDBI Bank Ltd.,IDBI,Banks,NSE,India
IDFC First Bank Ltd.,IDFCFIRSTB,Banks,NSE,India
IDFC Ltd.,IDFC,Nbfc,NSE,India
IFB Agro Industries Ltd.,IFBAGRO,Breweries & Distilleries,NSE,India
IFB Industries Ltd.,IFBIND,Consumer Electronics & Appliances,NSE,India
IFCI Ltd.,IFCI,Nbfc,NSE,India
IFGL Refractories Ltd.,IFGLEXPOR,Refractories,NSE,India
IIFL Finance Ltd.,IIFL,Nbfc,NSE,India
IIFL Securities Ltd.,IIFLSEC,Investment Banking & Brokerage Services,NSE,India
IKIO Lighting Ltd.,IKIO,Electrical - Equipment/components,NSE,India
IL&FS Engineering & Construction Company Ltd.,IL&FSENGG,Construction & Engineering,NSE,India
IL&FS Investment Managers Ltd.,IVC,Asset Management,NSE,India
IL&FS Transportation Networks Ltd.,IL&FSTRANS,Construction & Engineering,NSE,India
IMP Powers Ltd.,INDLMETER,Heavy Electrical Equipment,NSE,India
IOL Chemicals and Pharmaceuticals Ltd.,IOLCP,Pharmaceuticals,NSE,India
IRB Infrastructure Developers Ltd.,IRB,Construction & Engineering,NSE,India
IRIS Business Services Ltd.,IRIS,It Services & Consulting,NSE,India
IRIS Clothings Ltd.,IRISDOREME,Apparels,NSE,India
IRM Energy Ltd.,IRMENERGY,Gas Distribution,NSE,India
ISGEC Heavy Engineering Ltd.,ISGEC,Finance & Investments,NSE,India
ISMT Ltd.,ISMTLTD,Iron & Steel,NSE,India
ITC Ltd.,ITC,Tobacco Products,NSE,India
ITD Cementation India Ltd.,ITDCEM,Construction & Engineering,NSE,India
ITI Ltd.,ITI,Telecomm Equipment & Infra Services,NSE,India
IVP Ltd.,IVP,Commodity Chemicals,NSE,India
IZMO Ltd.,IZMO,Software Services,NSE,India
Igarashi Motors India Ltd.,IGARASHI,Auto Ancillaries,NSE,India
Imagicaaworld Entertainment Ltd.,IMAGICAA,Leisure & Recreation,NSE,India
Impex Ferro Tech Ltd.,IMPEXFERRO,Mining/minerals,NSE,India
Incredible Industries Ltd.,INCREDIBLE,Iron & Steel,NSE,India
Ind-Swift Laboratories Ltd.,INDSWFTLAB,Pharmaceuticals,NSE,India
Ind-Swift Ltd.,INDSWFTLTD,Pharmaceuticals,NSE,India
Indbank Merchant Banking Services Ltd.,INDBANK,Investment Banking & Brokerage Services,NSE,India
India Cements Ltd.,INDIACEM,Cement,NSE,India
India Glycols Ltd.,INDIAGLYCO,Commodity Chemicals,NSE,India
India Motor Parts & Accessories Ltd.,IMPAL,Auto Ancillaries,NSE,India
India Nippon Electricals Ltd.,INDNIPPON,Auto Ancillaries,NSE,India
India Pesticides Ltd.,IPL,Agro Chemicals & Fertilizers,NSE,India
India Power Corporation Ltd.,DPSCLTD,Power - Generation/distribution,NSE,India
India Tourism Development Corporation Ltd.,ITDC,Tour & Travel Services,NSE,India
IndiaMART InterMESH Ltd.,INDIAMART,E-commerce & Listing,NSE,India
Indiabulls Enterprises Ltd.,IEL,Finance & Investments,NSE,India
Indiabulls Housing Finance Ltd.,IBULHSGFIN,Housing Finance,NSE,India
Indiabulls Real Estate Ltd.,IBREALEST,Real Estate,NSE,India
Indian Bank ,INDIANB,Banks,NSE,India
Indian Energy Exchange Ltd.,IEX,Power - Generation/distribution,NSE,India
Indian Hotels Company Ltd.,INDHOTEL,Hotels,NSE,India
Indian Hume Pipe Company Ltd.,INDIANHUME,Water Management,NSE,India
Indian Metals & Ferro Alloys Ltd.,IMFA,Iron & Steel,NSE,India
Indian Oil Corporation Ltd.,IOC,Oil & Gas - Refining & Marketing,NSE,India
Indian Overseas Bank,IOB,Banks,NSE,India
Indian Railway Catering & Tourism Corporation Ltd.,IRCTC,Tour & Travel Services,NSE,India
Indian Railway Finance Corporation Ltd.,IRFC,Nbfc,NSE,India
Indian Terrain Fashions Ltd.,INDTERRAIN,Apparels,NSE,India
Indigo Paints Ltd.,INDIGOPNTS,Paints/varnishes,NSE,India
Indo Amines Ltd.,INDOAMIN,Speciality Chemicals,NSE,India
Indo Borax & Chemicals Ltd.,INDOBORAX,Commodity Chemicals,NSE,India
Indo Count Industries Ltd.,ICIL,Textiles,NSE,India
Indo National Ltd.,NIPPOBATRY,Batteries,NSE,India
Indo Rama Synthetics (India) Ltd.,INDORAMA,Textiles,NSE,India
Indo Tech Transformers Ltd.,INDOTECH,Heavy Electrical Equipment,NSE,India
Indo Thai Securities Ltd.,INDOTHAI,Investment Banking & Brokerage Services,NSE,India
Indoco Remedies Ltd.,INDOCO,Pharmaceuticals,NSE,India
Indosolar Ltd.,INDOSOLAR,Power - Construction/equipment,NSE,India
Indostar Capital Finance Ltd.,INDOSTAR,Nbfc,NSE,India
Indowind Energy Ltd.,INDOWIND,Power - Generation/distribution,NSE,India
Indraprastha Gas Ltd.,IGL,Gas Distribution,NSE,India
Indraprastha Medical Corporation Ltd.,INDRAMEDCO,Hospitals & Diagnostic Centres,NSE,India
Indus Towers Ltd.,INDUSTOWER,Telecomm Equipment & Infra Services,NSE,India
IndusInd Bank Ltd.,INDUSINDBK,Banks,NSE,India
Industrial Investment Trust Ltd.,IITL,Finance & Investments,NSE,India
Infibeam Avenues Ltd.,INFIBEAM,Software Services,NSE,India
Info Edge (India) Ltd.,NAUKRI,Networking Services,NSE,India
InfoBeans Technologies Ltd.,INFOBEAN,Software Services,NSE,India
Infomedia Press Ltd.,INFOMEDIA,Publishing,NSE,India
Infosys Ltd.,INFY,It Services & Consulting,NSE,India
Ingersoll-Rand (India) Ltd.,INGERRAND,"Industrial Machinery, Equipment & Goods",NSE,India
Inox Green Energy Services Ltd.,INOXGREEN,Miscellaneous,NSE,India
Inox Leisure Ltd.,INOXLEISUR,Broadcasting & Entertainment,NSE,India
Inox Wind Energy Ltd.,IWEL,Heavy Electrical Equipment,NSE,India
Inox Wind Ltd.,INOXWIND,Heavy Electrical Equipment,NSE,India
Insecticides (India) Ltd.,INSECTICID,Agro Chemicals & Fertilizers,NSE,India
Inspirisys Solutions Ltd.,INSPIRISYS,Software Services,NSE,India
Integra Essentia Ltd.,ESSENTIA,Textiles,NSE,India
Intellect Design Arena Ltd.,INTELLECT,Software Services,NSE,India
Intense Technologies Ltd.,INTENTECH,Software Services,NSE,India
InterGlobe Aviation Ltd.,INDIGO,Airlines,NSE,India
International Conveyors Ltd.,INTLCONV,Miscellaneous,NSE,India
Intrasoft Technologies Ltd.,ISFT,E-commerce & Listing,NSE,India
Inventure Growth & Securities Ltd.,INVENTURE,Investment Banking & Brokerage Services,NSE,India
Ion Exchange (India) Ltd.,IONEXCHANG,Electronics - Equipment/components,NSE,India
Ipca Laboratories Ltd.,IPCALAB,Pharmaceuticals,NSE,India
Ircon International Ltd.,IRCON,Construction & Engineering,NSE,India
J B Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,Pharmaceuticals,NSE,India
J Kumar Infraprojects Ltd.,JKIL,Construction & Engineering,NSE,India
JBF Industries Ltd.,JBFIND,Textiles,NSE,India
JBM Auto Ltd.,JBMA,Auto Ancillaries,NSE,India
JHS Svendgaard Laboratories Ltd.,JHS,Personal Products,NSE,India
JIK Industries Ltd.,JIKIND,Housewares,NSE,India
JITF Infralogistics Ltd.,JITFINFRA,Waste Management,NSE,India
JK Cement Ltd.,JKCEMENT,Cement,NSE,India
JK Lakshmi Cement Ltd.,JKLAKSHMI,Cement,NSE,India
JK Paper Ltd.,JKPAPER,Paper Products,NSE,India
JK Tyre & Industries Ltd.,JKTYRE,Tyres & Rubber Products,NSE,India
JM Financial Ltd.,JMFINANCIL,Investment Banking & Brokerage Services,NSE,India
JMC Projects (India) Ltd.,JMCPROJECT,Construction & Engineering,NSE,India
JMT Auto Ltd.,JMTAUTOLTD,Auto Ancillaries,NSE,India
JSW Energy Ltd.,JSWENERGY,Power - Generation/distribution,NSE,India
JSW Holdings Ltd.,JSWHL,Finance & Investments,NSE,India
JSW Infrastructure Ltd.,JSWINFRA,Construction & Engineering,NSE,India
JSW Ispat Special Products Ltd.,JSWISPL,Iron & Steel,NSE,India
JSW Steel Ltd.,JSWSTEEL,Iron & Steel,NSE,India
JTEKT India Ltd.,JTEKTINDIA,Auto Ancillaries,NSE,India
JTL Industries Ltd.,JTLIND,Tubes & Pipes,NSE,India
Jagran Prakashan Ltd.,JAGRAN,Publishing,NSE,India
Jagsonpal Pharmaceuticals Ltd.,JAGSNPHARM,Pharmaceuticals,NSE,India
Jai Balaji Industries Ltd.,JAIBALAJI,Iron & Steel,NSE,India
Jai Corp Ltd.,JAICORPLTD,Diversified,NSE,India
Jain Irrigation Systems Ltd.,JISLJALEQS,Agricultural & Farm Machinery,NSE,India
Jain Studios Ltd.,JAINSTUDIO,Broadcasting & Entertainment,NSE,India
Jaiprakash Associates Ltd.,JPASSOCIAT,Construction & Engineering,NSE,India
Jaiprakash Power Ventures Ltd.,JPPOWER,Power - Generation/distribution,NSE,India
Jammu & Kashmir Bank Ltd.,J&KBANK,Banks,NSE,India
Jamna Auto Industries Ltd.,JAMNAAUTO,Auto Ancillaries,NSE,India
Jash Engineering Ltd.,JASH,Construction & Engineering,NSE,India
Jay Bharat Maruti Ltd.,JAYBARMARU,Auto Ancillaries,NSE,India
Jay Shree Tea & Industries Ltd.,JAYSREETEA,Tea & Coffee,NSE,India
Jayant Agro Organics Ltd.,JAYAGROGN,Speciality Chemicals,NSE,India
Jayaswal Neco Industries Ltd.,JAYNECOIND,"Industrial Machinery, Equipment & Goods",NSE,India
Jaypee Infratech Ltd.,JPINFRATEC,Construction & Engineering,NSE,India
Jet Airways (India) Ltd.,JETAIRWAYS,Airlines,NSE,India
Jet Freight Logistics Ltd.,JETFREIGHT,Logistics,NSE,India
Jindal Cotex Ltd.,JINDCOT,Textiles,NSE,India
Jindal Drilling & Industries Ltd.,JINDRILL,Oil & Gas - Equipment & Services,NSE,India
Jindal Photo Ltd.,JINDALPHOT,Photographic & Allied Products,NSE,India
Jindal Poly Films Ltd.,JINDALPOLY,Packaging,NSE,India
Jindal Poly Investment & Finance Company Ltd.,JPOLYINVST,Finance & Investments,NSE,India
Jindal Saw Ltd.,JINDALSAW,Iron & Steel,NSE,India
Jindal Stainless (Hisar) Ltd.,JSLHISAR,Iron & Steel,NSE,India
Jindal Stainless Ltd.,JSL,Iron & Steel,NSE,India
Jindal Steel & Power Ltd.,JINDALSTEL,Iron & Steel,NSE,India
Jindal Worldwide Ltd.,JINDWORLD,Textiles,NSE,India
Jio Financial Services Ltd.,JIOFIN,Finance & Investments,NSE,India
Jiya Eco Products Ltd.,JIYAECO,Power - Generation/distribution,NSE,India
Jocil Ltd.,JOCIL,Commodity Chemicals,NSE,India
Johnson Controls-Hitachi Air Conditioning India Ltd.,JCHAC,Consumer Electronics & Appliances,NSE,India
Jubilant Foodworks Ltd.,JUBLFOOD,Restaurants & Bars,NSE,India
Jubilant Industries Ltd.,JUBLINDS,Agro Chemicals & Fertilizers,NSE,India
Jubilant Ingrevia Ltd.,JUBLINGREA,Pharmaceuticals,NSE,India
Jubilant Pharmova Ltd.,JUBLPHARMA,Pharmaceuticals,NSE,India
Jullundur Motor Agency (Delhi) Ltd.,JMA,Auto Ancillaries,NSE,India
Jupiter Life Line Hospitals Ltd.,JLHL,Hospitals & Diagnostic Centres,NSE,India
Jupiter Wagons Ltd.,JWL,Engineering - Heavy,NSE,India
Just Dial Ltd.,JUSTDIAL,E-commerce & Listing,NSE,India
Jyothy Labs Ltd.,JYOTHYLAB,Personal Products,NSE,India
Jyoti Structures Ltd.,JYOTISTRUC,Power - Generation/distribution,NSE,India
KBC Global Ltd.,KBCGLOBAL,Real Estate,NSE,India
KCP Ltd.,KCP,Cement,NSE,India
KCP Sugar & Industries Corporation Ltd.,KCPSUGIND,Sugar,NSE,India
KDDL Ltd.,KDDL,"Jewellery, Watches & Other Accessories",NSE,India
KEC International Ltd.,KEC,Construction & Engineering,NSE,India
KEI Industries Ltd.,KEI,Electrical - Equipment/components,NSE,India
KFIN Technologies Ltd.,KFINTECH,Finance & Investments,NSE,India
KIOCL Ltd.,KIOCL,Mining/minerals,NSE,India
KM Sugar Mills Ltd.,KMSUGAR,Sugar,NSE,India
KNR Constructions Ltd.,KNRCON,Construction & Engineering,NSE,India
KPI Green Energy Ltd.,KPIGREEN,Power - Generation/distribution,NSE,India
KPIT Technologies Ltd.,KPITTECH,It Services & Consulting,NSE,India
KPR Mill Ltd.,KPRMILL,Apparels,NSE,India
KRBL Ltd.,KRBL,Food Products,NSE,India
KSB Ltd.,KSB,Pumps,NSE,India
Kabra Extrusion Technik Ltd.,KABRAEXTRU,"Industrial Machinery, Equipment & Goods",NSE,India
Kajaria Ceramics Ltd.,KAJARIACER,Construction Supplies & Fixtures,NSE,India
Kakatiya Cement Sugar & Industries Ltd.,KAKATCEM,Cement,NSE,India
Kalpataru Projects International Ltd.,KPIL,Power - Construction/equipment,NSE,India
Kalyan Jewellers India Ltd.,KALYANKJIL,"Jewellery, Watches & Other Accessories",NSE,India
Kalyani Forge Ltd.,KALYANIFRG,"Industrial Machinery, Equipment & Goods",NSE,India
Kalyani Investment Company Ltd.,KICL,Finance & Investments,NSE,India
Kalyani Steels Ltd.,KSL,Iron & Steel,NSE,India
Kamat Hotels (India) Ltd.,KAMATHOTEL,Hotels,NSE,India
Kamdhenu Ltd.,KAMDHENU,Iron & Steel,NSE,India
Kamdhenu Ventures Ltd.,KAMOPAINTS,Paints/varnishes,NSE,India
Kanani Industries Ltd.,KANANIIND,"Jewellery, Watches & Other Accessories",NSE,India
Kanoria Chemicals & Industries Ltd.,KANORICHEM,Speciality Chemicals,NSE,India
Kanpur Plastipack Ltd.,KANPRPLA,Packaging,NSE,India
Kansai Nerolac Paints Ltd.,KANSAINER,Paints/varnishes,NSE,India
Kapston Services Ltd.,KAPSTON,Business Support Services,NSE,India
Karma Energy Ltd.,KARMAENG,Power - Generation/distribution,NSE,India
Karnataka Bank Ltd.,KTKBANK,Banks,NSE,India
Karur Vysya Bank Ltd.,KARURVYSYA,Banks,NSE,India
Kaushalya Infrastructure Development Corpn.Ltd.,KAUSHALYA,Construction & Engineering,NSE,India
Kaveri Seed Company Ltd.,KSCL,Agro Products,NSE,India
Kavveri Telecom Products Ltd.,KAVVERITEL,Telecomm Equipment & Infra Services,NSE,India
Kaya Ltd.,KAYA,Personal Products,NSE,India
Kaynes Technology India Ltd.,KAYNES,Electronics - Equipment/components,NSE,India
Kellton Tech Solutions Ltd.,KELLTONTEC,It Services & Consulting,NSE,India
Kennametal India Ltd.,KENNAMET,"Industrial Machinery, Equipment & Goods",NSE,India
Kernex Microsystems (India) Ltd.,KERNEX,Software Services,NSE,India
Kesoram Industries Ltd.,KESORAMIND,Diversified,NSE,India
Kewal Kiran Clothing Ltd.,KKCL,Apparels,NSE,India
Keynote Financial Services Ltd.,KEYFINSERV,Investment Banking & Brokerage Services,NSE,India
Keystone Realtors Ltd.,RUSTOMJEE,Real Estate,NSE,India
Khadim India Ltd.,KHADIM,Footwear,NSE,India
Khaitan (India) Ltd.,KHAITANLTD,Sugar,NSE,India
Khaitan Chemicals & Fertilizers Ltd.,KHAICHEM,Agro Chemicals & Fertilizers,NSE,India
Khandwala Securities Ltd.,KHANDSE,Investment Banking & Brokerage Services,NSE,India
Kilitch Drugs(I) Ltd.,KILITCH,Pharmaceuticals,NSE,India
Kingfa Science & Technology (India) Ltd.,KINGFA,Plastic Products,NSE,India
Kiri Industries Ltd.,KIRIINDUS,Dyes & Pigments,NSE,India
Kirloskar Brothers Ltd.,KIRLOSBROS,Pumps,NSE,India
Kirloskar Electric Company Ltd.,KECL,Heavy Electrical Equipment,NSE,India
Kirloskar Ferrous Industries Ltd.,KIRLFER,Iron & Steel,NSE,India
Kirloskar Industries Ltd.,KIRLOSIND,"Industrial Machinery, Equipment & Goods",NSE,India
Kirloskar Oil Engines Ltd.,KIRLOSENG,"Industrial Machinery, Equipment & Goods",NSE,India
Kirloskar Pneumatic Company Ltd.,KIRLPNU,"Industrial Machinery, Equipment & Goods",NSE,India
Kitex Garments Ltd.,KITEX,Apparels,NSE,India
Kohinoor Foods Ltd.,KOHINOOR,Food Products,NSE,India
Kokuyo Camlin Ltd.,KOKUYOCMLN,Printing & Stationery,NSE,India
Kolte-Patil Developers Ltd.,KOLTEPATIL,Real Estate,NSE,India
Kopran Ltd.,KOPRAN,Pharmaceuticals,NSE,India
Kotak Mahindra Bank Ltd.,KOTAKBANK,Banks,NSE,India
Kothari Petrochemicals Ltd.,KOTHARIPET,Petrochemicals,NSE,India
Kothari Products Ltd.,KOTHARIPRO,Trading & Distribution,NSE,India
Kothari Sugars & Chemicals Ltd.,KOTARISUG,Sugar,NSE,India
Kovai Medical Center and Hospital Ltd.,KOVAI,Hospitals & Diagnostic Centres,NSE,India
Krebs Biochemicals & Industries Ltd.,KREBSBIO,Pharmaceuticals,NSE,India
Kridhan Infra Ltd.,KRIDHANINF,Construction & Engineering,NSE,India
Krishana Phoschem Ltd.,KRISHANA,Agro Chemicals & Fertilizers,NSE,India
Krishna Institute of Medical Sciences Ltd.,KIMS,Hospitals & Diagnostic Centres,NSE,India
Kriti Industries (India) Ltd.,KRITI,Plastic Products,NSE,India
Kriti Nutrients Ltd.,KRITINUT,Edible Oils & Solvent Extraction,NSE,India
Kritika Wires Ltd.,KRITIKA,Iron & Steel,NSE,India
Krsnaa Diagnostics Ltd.,KRSNAA,Hospitals & Diagnostic Centres,NSE,India
Kshitij Polyline Ltd.,KSHITIJPOL,Petrochemicals,NSE,India
Ksolves India Ltd.,KSOLVES,It Services & Consulting,NSE,India
Kuantum Papers Ltd.,KUANTUM,Paper Products,NSE,India
L&T Finance Holdings Ltd.,L&TFH,Nbfc,NSE,India
L&T Technology Services Ltd.,LTTS,Software Services,NSE,India
LCC Infotech Ltd.,LCCINFOTEC,It Training Services,NSE,India
LG Balakrishnan & Bros Ltd.,LGBBROSLTD,"Industrial Machinery, Equipment & Goods",NSE,India
LGB Forge Ltd.,LGBFORGE,"Industrial Machinery, Equipment & Goods",NSE,India
LIC Housing Finance Ltd.,LICHSGFIN,Housing Finance,NSE,India
LT Foods Ltd.,LTFOODS,Food Products,NSE,India
LTIMindtree Ltd.,LTIM,It Services & Consulting,NSE,India
La Opala RG Ltd.,LAOPALA,Housewares,NSE,India
Lagnam Spintex Ltd.,LAGNAM,Textiles,NSE,India
Lakshmi Finance & Industrial Corporation Ltd.,LFIC,Finance & Investments,NSE,India
Lakshmi Machine Works Ltd.,LAXMIMACH,"Industrial Machinery, Equipment & Goods",NSE,India
Lakshmi Precision Screws Ltd.,LAKPRE,"Industrial Machinery, Equipment & Goods",NSE,India
Lambodhara Textiles Ltd.,LAMBODHARA,Textiles,NSE,India
Lancer Container Lines Ltd.,LANCER,Logistics,NSE,India
Landmark Cars Ltd.,LANDMARK,Trading & Distribution,NSE,India
Landmark Property Development Company Ltd.,LPDC,Real Estate,NSE,India
Larsen & Toubro Ltd.,LT,Construction & Engineering,NSE,India
Lasa Supergenerics Ltd.,LASA,Pharmaceuticals,NSE,India
Latent View Analytics Ltd.,LATENTVIEW,It Services & Consulting,NSE,India
Latteys Industries Ltd.,LATTEYS,Pumps,NSE,India
Laurus Labs Ltd.,LAURUSLABS,Pharmaceuticals,NSE,India
Laxmi Cotspin Ltd.,LAXMICOT,Textiles,NSE,India
Laxmi Organic Industries Ltd.,LXCHEM,Speciality Chemicals,NSE,India
Lemon Tree Hotels Ltd.,LEMONTREE,Hotels,NSE,India
Lexus Granito (India) Ltd.,LEXUS,Granite,NSE,India
Libas Consumer Products Ltd.,LIBAS,Apparels,NSE,India
Liberty Shoes Ltd.,LIBERTSHOE,Footwear,NSE,India
Life Insurance Corporation of India,LICI,Life Insurance,NSE,India
Likhitha Infrastructure Ltd.,LIKHITHA,Construction & Engineering,NSE,India
Linc Ltd.,LINC,Printing & Stationery,NSE,India
Lincoln Pharmaceuticals Ltd.,LINCOLN,Pharmaceuticals,NSE,India
Linde India Ltd.,LINDEINDIA,Commodity Chemicals,NSE,India
Lloyds Engineering Works Ltd.,LLOYDSENGG,"Industrial Machinery, Equipment & Goods",NSE,India
Lloyds Metals & Energy Ltd.,LLOYDSME,Iron & Steel,NSE,India
Lokesh Machines Ltd.,LOKESHMACH,"Industrial Machinery, Equipment & Goods",NSE,India
Lords Chloro Alkali Ltd.,LORDSCHLO,Commodity Chemicals,NSE,India
Lorenzini Apparels Ltd.,LAL,Apparels,NSE,India
Lotus Eye Hospital and Institute Ltd.,LOTUSEYE,Hospitals & Diagnostic Centres,NSE,India
Lovable Lingerie Ltd.,LOVABLE,Apparels,NSE,India
Loyal Textiles Mills Ltd.,LOYALTEX,Textiles,NSE,India
Lumax Auto Technologies Ltd.,LUMAXTECH,Auto Ancillaries,NSE,India
Lumax Industries Ltd.,LUMAXIND,Auto Ancillaries,NSE,India
Lupin Ltd.,LUPIN,Pharmaceuticals,NSE,India
Lux Industries Ltd.,LUXIND,Apparels,NSE,India
Lyka Labs Ltd.,LYKALABS,Pharmaceuticals,NSE,India
Lypsa Gems & Jewellery Ltd.,LYPSAGEMS,"Jewellery, Watches & Other Accessories",NSE,India
M K Proteins Ltd.,MKPL,Edible Oils & Solvent Extraction,NSE,India
M M Forgings Ltd.,MMFL,Iron & Steel,NSE,India
MBL Infrastructure Ltd.,MBLINFRA,Construction & Engineering,NSE,India
MEP Infrastructure Developers Ltd.,MEP,Construction & Engineering,NSE,India
MIC Electronics Ltd.,MICEL,Electronics - Equipment/components,NSE,India
MIRC Electronics Ltd.,MIRCELECTR,Consumer Electronics & Appliances,NSE,India
MITCON Consultancy & Engineering Services Ltd.,MITCON,Construction & Engineering,NSE,India
MMP Industries Ltd.,MMP,Non Ferrous Metals,NSE,India
MMTC Ltd.,MMTC,Trading & Distribution,NSE,India
MOIL Ltd.,MOIL,Non Ferrous Metals,NSE,India
MPS Infotecnics Ltd.,VISESHINFO,It Services & Consulting,NSE,India
MPS Ltd.,MPSLTD,Publishing,NSE,India
MRF Ltd.,MRF,Tyres & Rubber Products,NSE,India
MRO-TEK Realty Ltd.,MRO-TEK,Telecomm Equipment & Infra Services,NSE,India
MSP Steel & Power Ltd.,MSPL,Iron & Steel,NSE,India
MSTC Ltd.,MSTCLTD,Trading & Distribution,NSE,India
MT Educare Ltd.,MTEDUCARE,Education Services,NSE,India
MTAR Technologies Ltd.,MTARTECH,"Industrial Machinery, Equipment & Goods",NSE,India
Maan Aluminium Ltd.,MAANALU,Non Ferrous Metals,NSE,India
Macpower CNC Machines Ltd.,MACPOWER,"Industrial Machinery, Equipment & Goods",NSE,India
Macrotech Developers Ltd.,LODHA,Real Estate,NSE,India
Madhav Copper Ltd.,MCL,Non Ferrous Metals,NSE,India
Madhav Marbles & Granites Ltd.,MADHAV,Construction Supplies & Fixtures,NSE,India
Madhucon Projects Ltd.,MADHUCON,Construction & Engineering,NSE,India
Madhya Bharat Agro Products Ltd.,MBAPL,Agro Chemicals & Fertilizers,NSE,India
Madras Fertilizers Ltd.,MADRASFERT,Agro Chemicals & Fertilizers,NSE,India
Magadh Sugar & Energy Ltd.,MAGADSUGAR,Sugar,NSE,India
Magnum Ventures Ltd.,MAGNUM,Paper Products,NSE,India
Maha Rashtra Apex Corporation Ltd.,MAHAPEXLTD,Nbfc,NSE,India
Mahalaxmi Rubtech Ltd.,MHLXMIRU,"Industrial Machinery, Equipment & Goods",NSE,India
Mahamaya Steel Industries Ltd.,MAHASTEEL,Iron & Steel,NSE,India
Mahanagar Gas Ltd.,MGL,Gas Distribution,NSE,India
Mahanagar Telephone Nigam Ltd.,MTNL,Telecommunications - Service,NSE,India
Maharashtra Scooters Ltd.,MAHSCOOTER,Auto - 2 & 3 Wheelers,NSE,India
Maharashtra Seamless Ltd.,MAHSEAMLES,Iron & Steel,NSE,India
Maheshwari Logistics Ltd.,MAHESHWARI,Logistics,NSE,India
Mahindra & Mahindra Financial Services Ltd.,M&MFIN,Nbfc,NSE,India
Mahindra & Mahindra Ltd.,M&M,Auto - 4w,NSE,India
Mahindra EPC Irrigation Ltd.,MAHEPC,Agricultural & Farm Machinery,NSE,India
Mahindra Holidays & Resorts India Ltd.,MHRIL,Hotels,NSE,India
Mahindra Lifespace Developers Ltd.,MAHLIFE,Real Estate,NSE,India
Mahindra Logistics Ltd.,MAHLOG,Logistics,NSE,India
Maithan Alloys Ltd.,MAITHANALL,Iron & Steel,NSE,India
Mallcom (India) Ltd.,MALLCOM,Footwear,NSE,India
Malu Paper Mills Ltd.,MALUPAPER,Paper Products,NSE,India
Man Industries (India) Ltd.,MANINDS,Tubes & Pipes,NSE,India
Man Infraconstruction Ltd.,MANINFRA,Construction & Engineering,NSE,India
Manaksia Aluminium Company Ltd.,MANAKALUCO,Non Ferrous Metals,NSE,India
Manaksia Coated Metals & Industries Ltd.,MANAKCOAT,Iron & Steel,NSE,India
Manaksia Ltd.,MANAKSIA,Non Ferrous Metals,NSE,India
Manaksia Steels Ltd.,MANAKSTEEL,Iron & Steel,NSE,India
Manali Petrochemicals Ltd.,MANALIPETC,Petrochemicals,NSE,India
Manappuram Finance Ltd.,MANAPPURAM,Nbfc,NSE,India
Mangalam Cement Ltd.,MANGLMCEM,Cement,NSE,India
Mangalam Drugs and Organics Ltd.,MANGALAM,Pharmaceuticals,NSE,India
Mangalam Global Enterprise Ltd.,MGEL,Commodity Chemicals,NSE,India
Mangalam Organics Ltd.,MANORG,Speciality Chemicals,NSE,India
Mangalam Timber Products Ltd.,MANGTIMBER,Wood Products,NSE,India
Mangalore Chemicals & Fertilizers Ltd.,MANGCHEFER,Agro Chemicals & Fertilizers,NSE,India
Mangalore Refinery And Petrochemicals Ltd.,MRPL,Oil & Gas - Refining & Marketing,NSE,India
Mankind Pharma Ltd.,MANKIND,Pharmaceuticals,NSE,India
Manoj Vaibhav Gems N Jewellers Ltd.,MVGJL,"Jewellery, Watches & Other Accessories",NSE,India
Manomay Tex India Ltd.,MANOMAY,Textiles,NSE,India
Manorama Industries Ltd.,MANORAMA,Edible Oils & Solvent Extraction,NSE,India
Manugraph India Ltd.,MANUGRAPH,"Industrial Machinery, Equipment & Goods",NSE,India
Maral Overseas Ltd.,MARALOVER,Textiles,NSE,India
Marathon Nextgen Realty Ltd.,MARATHON,Real Estate,NSE,India
Marico Ltd.,MARICO,Personal Products,NSE,India
Marine Electricals (India) Ltd.,MARINE,Electrical - Equipment/components,NSE,India
Marksans Pharma Ltd.,MARKSANS,Pharmaceuticals,NSE,India
